Year,LocationAbbr,LocationDesc,DataSource,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Category,Topic,Indicator,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Confidence_limit_Low,Confidence_limit_High,Break_Out_Category,Break_Out,CategoryId,TopicId,IndicatorID,Data_Value_TypeID,BreakOutCategoryId,BreakOutId,LocationID,GeoLocation
1999-2000,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),7.0,7.0,,,6.0,8.1,Overall,Overall,C1,T1,NH001,AgeStdz,BOC01,OVR01,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),26.2,26.2,,,22.5,30.3,Age,75+,C2,T13,NH071,Crude,BOC03,AGE08,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),32.5,32.5,,,29.3,36.0,Race,Non-Hispanic White,C2,T13,NH071,Crude,BOC04,RAC01,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Age-Standardized,Percent (%),32.2,32.2,,,28.7,35.8,Race,Non-Hispanic White,C2,T13,NH071,AgeStdz,BOC04,RAC01,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Age-Standardized,Percent (%),43.9,43.9,,,39.9,47.9,Race,Non-Hispanic Black,C2,T13,NH071,AgeStdz,BOC04,RAC02,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),43.8,43.8,,,39.8,47.9,Race,Non-Hispanic Black,C2,T13,NH071,Crude,BOC04,RAC02,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T13,NH071,Crude,BOC04,RAC03,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T13,NH071,AgeStdz,BOC04,RAC03,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Hispanic,C2,T13,NH071,AgeStdz,BOC04,RAC04,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Hispanic,C2,T13,NH071,Crude,BOC04,RAC04,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),19.9,19.9,,,11.8,31.5,Race,Other,C2,T13,NH071,Crude,BOC04,RAC07,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Age-Standardized,Percent (%),19.5,19.5,,,11.6,31.0,Race,Other,C2,T13,NH071,AgeStdz,BOC04,RAC07,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Age-Standardized,Percent (%),35.6,35.6,,,33.8,37.4,Overall,Overall,C2,T13,NH071,AgeStdz,BOC01,OVR01,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),35.8,35.8,,,34.0,37.6,Overall,Overall,C2,T13,NH071,Crude,BOC01,OVR01,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),35.3,35.3,,,31.9,38.8,Gender,Male,C2,T13,NH071,Crude,BOC02,GEN01,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Age-Standardized,Percent (%),35.2,35.2,,,31.9,38.7,Gender,Male,C2,T13,NH071,AgeStdz,BOC02,GEN01,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Age-Standardized,Percent (%),35.8,35.8,,,34.1,37.6,Gender,Female,C2,T13,NH071,AgeStdz,BOC02,GEN02,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),36.2,36.2,,,34.4,38.1,Gender,Female,C2,T13,NH071,Crude,BOC02,GEN02,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),23.2,23.2,,,17.3,30.4,Age,20-24,C2,T13,NH071,Crude,BOC03,AGE02,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),34.9,34.9,,,32.6,37.4,Age,25-44,C2,T13,NH071,Crude,BOC03,AGE04,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),39.0,39.0,,,36.2,41.9,Age,45-64,C2,T13,NH071,Crude,BOC03,AGE05,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),37.4,37.4,,,34.3,40.7,Age,65+,C2,T13,NH071,Crude,BOC03,AGE06,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),38.4,38.4,,,36.6,40.2,Age,35+,C2,T13,NH071,Crude,BOC03,AGE07,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),28.8,28.8,,,24.9,33.1,Age,75+,C2,T13,NH071,Crude,BOC03,AGE08,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),34.7,34.7,,,32.4,37.1,Race,Non-Hispanic White,C2,T13,NH071,Crude,BOC04,RAC01,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Age-Standardized,Percent (%),34.1,34.1,,,31.8,36.5,Race,Non-Hispanic White,C2,T13,NH071,AgeStdz,BOC04,RAC01,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Age-Standardized,Percent (%),49.4,49.4,,,44.9,53.9,Race,Non-Hispanic Black,C2,T13,NH071,AgeStdz,BOC04,RAC02,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),49.5,49.5,,,44.8,54.3,Race,Non-Hispanic Black,C2,T13,NH071,Crude,BOC04,RAC02,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T13,NH071,Crude,BOC04,RAC03,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T13,NH071,AgeStdz,BOC04,RAC03,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Hispanic,C2,T13,NH071,AgeStdz,BOC04,RAC04,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Hispanic,C2,T13,NH071,Crude,BOC04,RAC04,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),20.0,20.0,,,16.0,24.7,Race,Other,C2,T13,NH071,Crude,BOC04,RAC07,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Age-Standardized,Percent (%),19.7,19.7,,,15.7,24.5,Race,Other,C2,T13,NH071,AgeStdz,BOC04,RAC07,59,
2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Age-Standardized,Percent (%),34.9,34.9,,,32.2,37.7,Overall,Overall,C2,T13,NH071,AgeStdz,BOC01,OVR01,59,
2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),35.1,35.1,,,32.4,38.0,Overall,Overall,C2,T13,NH071,Crude,BOC01,OVR01,59,
2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),33.7,33.7,,,31.1,36.4,Gender,Male,C2,T13,NH071,Crude,BOC02,GEN01,59,
2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Age-Standardized,Percent (%),33.5,33.5,,,30.9,36.3,Gender,Male,C2,T13,NH071,AgeStdz,BOC02,GEN01,59,
2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Age-Standardized,Percent (%),36.1,36.1,,,32.8,39.6,Gender,Female,C2,T13,NH071,AgeStdz,BOC02,GEN02,59,
2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),36.5,36.5,,,33.1,40.1,Gender,Female,C2,T13,NH071,Crude,BOC02,GEN02,59,
2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),25.2,25.2,,,20.5,30.6,Age,20-24,C2,T13,NH071,Crude,BOC03,AGE02,59,
2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),34.4,34.4,,,31.4,37.4,Age,25-44,C2,T13,NH071,Crude,BOC03,AGE04,59,
2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),39.4,39.4,,,34.8,44.2,Age,45-64,C2,T13,NH071,Crude,BOC03,AGE05,59,
2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),33.4,33.4,,,29.5,37.6,Age,65+,C2,T13,NH071,Crude,BOC03,AGE06,59,
2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),37.1,37.1,,,34.1,40.1,Age,35+,C2,T13,NH071,Crude,BOC03,AGE07,59,
2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),28.7,28.7,,,24.4,33.4,Age,75+,C2,T13,NH071,Crude,BOC03,AGE08,59,
2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),33.4,33.4,,,29.9,37.1,Race,Non-Hispanic White,C2,T13,NH071,Crude,BOC04,RAC01,59,
2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Age-Standardized,Percent (%),32.6,32.6,,,29.2,36.2,Race,Non-Hispanic White,C2,T13,NH071,AgeStdz,BOC04,RAC01,59,
2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Age-Standardized,Percent (%),47.8,47.8,,,44.6,51.1,Race,Non-Hispanic Black,C2,T13,NH071,AgeStdz,BOC04,RAC02,59,
2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),47.8,47.8,,,44.6,51.1,Race,Non-Hispanic Black,C2,T13,NH071,Crude,BOC04,RAC02,59,
2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),10.9,10.9,,,8.4,14.1,Race,Non-Hispanic Asian,C2,T13,NH071,Crude,BOC04,RAC03,59,
2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Age-Standardized,Percent (%),10.8,10.8,,,8.3,14.0,Race,Non-Hispanic Asian,C2,T13,NH071,AgeStdz,BOC04,RAC03,59,
2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),42.0,42.0,,,38.5,45.5,Race,Hispanic,C2,T13,NH071,Crude,BOC04,RAC04,59,
2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Age-Standardized,Percent (%),42.5,42.5,,,39.2,45.8,Race,Hispanic,C2,T13,NH071,AgeStdz,BOC04,RAC04,59,
2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Age-Standardized,Percent (%),19.2,19.2,,,14.7,24.6,Race,Other,C2,T13,NH071,AgeStdz,BOC04,RAC07,59,
2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),18.9,18.9,,,14.5,24.4,Race,Other,C2,T13,NH071,Crude,BOC04,RAC07,59,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),37.9,37.9,,,36.3,39.6,Overall,Overall,C2,T13,NH071,Crude,BOC01,OVR01,59,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Age-Standardized,Percent (%),37.7,37.7,,,36.0,39.6,Overall,Overall,C2,T13,NH071,AgeStdz,BOC01,OVR01,59,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Age-Standardized,Percent (%),35.0,35.0,,,33.0,37.2,Gender,Male,C2,T13,NH071,AgeStdz,BOC02,GEN01,59,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),35.2,35.2,,,33.2,37.2,Gender,Male,C2,T13,NH071,Crude,BOC02,GEN01,59,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),40.5,40.5,,,37.9,43.2,Gender,Female,C2,T13,NH071,Crude,BOC02,GEN02,59,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Age-Standardized,Percent (%),40.4,40.4,,,37.7,43.1,Gender,Female,C2,T13,NH071,AgeStdz,BOC02,GEN02,59,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),25.3,25.3,,,20.9,30.3,Age,20-24,C2,T13,NH071,Crude,BOC03,AGE02,59,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),39.1,39.1,,,36.7,41.6,Age,25-44,C2,T13,NH071,Crude,BOC03,AGE04,59,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),41.1,41.1,,,37.0,45.4,Age,45-64,C2,T13,NH071,Crude,BOC03,AGE05,59,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),35.9,35.9,,,32.0,40.0,Age,65+,C2,T13,NH071,Crude,BOC03,AGE06,59,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),40.2,40.2,,,37.9,42.6,Age,35+,C2,T13,NH071,Crude,BOC03,AGE07,59,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),29.3,29.3,,,25.1,33.9,Age,75+,C2,T13,NH071,Crude,BOC03,AGE08,59,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),37.1,37.1,,,35.0,39.2,Race,Non-Hispanic White,C2,T13,NH071,Crude,BOC04,RAC01,59,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Age-Standardized,Percent (%),36.4,36.4,,,34.2,38.6,Race,Non-Hispanic White,C2,T13,NH071,AgeStdz,BOC04,RAC01,59,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Age-Standardized,Percent (%),48.4,48.4,,,44.4,52.4,Race,Non-Hispanic Black,C2,T13,NH071,AgeStdz,BOC04,RAC02,59,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),48.5,48.5,,,44.6,52.4,Race,Non-Hispanic Black,C2,T13,NH071,Crude,BOC04,RAC02,59,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),12.7,12.7,,,10.4,15.4,Race,Non-Hispanic Asian,C2,T13,NH071,Crude,BOC04,RAC03,59,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Age-Standardized,Percent (%),12.6,12.6,,,10.2,15.4,Race,Non-Hispanic Asian,C2,T13,NH071,AgeStdz,BOC04,RAC03,59,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),42.7,42.7,,,38.5,46.9,Race,Hispanic,C2,T13,NH071,Crude,BOC04,RAC04,59,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Age-Standardized,Percent (%),42.6,42.6,,,38.5,46.8,Race,Hispanic,C2,T13,NH071,AgeStdz,BOC04,RAC04,59,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Age-Standardized,Percent (%),20.7,20.7,,,16.7,25.5,Race,Other,C2,T13,NH071,AgeStdz,BOC04,RAC07,59,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),21.2,21.2,,,16.9,26.1,Race,Other,C2,T13,NH071,Crude,BOC04,RAC07,59,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),34.2,34.2,,,31.3,37.2,Overall,Overall,C2,T13,NH072,Crude,BOC01,OVR01,59,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),33.9,33.9,,,30.9,37.0,Overall,Overall,C2,T13,NH072,AgeStdz,BOC01,OVR01,59,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),31.8,31.8,,,28.9,34.9,Gender,Male,C2,T13,NH072,AgeStdz,BOC02,GEN01,59,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),32.4,32.4,,,29.4,35.5,Gender,Male,C2,T13,NH072,Crude,BOC02,GEN01,59,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),35.9,35.9,,,31.7,40.3,Gender,Female,C2,T13,NH072,Crude,BOC02,GEN02,59,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),35.8,35.8,,,31.6,40.3,Gender,Female,C2,T13,NH072,AgeStdz,BOC02,GEN02,59,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),50.7,50.7,,,45.0,56.4,Age,20-24,C2,T13,NH072,Crude,BOC03,AGE02,59,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),35.0,35.0,,,30.9,39.3,Age,25-44,C2,T13,NH072,Crude,BOC03,AGE04,59,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),29.9,29.9,,,25.6,34.4,Age,45-64,C2,T13,NH072,Crude,BOC03,AGE05,59,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),29.5,29.5,,,25.8,33.6,Age,65+,C2,T13,NH072,Crude,BOC03,AGE06,59,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),30.7,30.7,,,27.2,34.5,Age,35+,C2,T13,NH072,Crude,BOC03,AGE07,59,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),35.9,35.9,,,32.6,39.4,Age,75+,C2,T13,NH072,Crude,BOC03,AGE08,59,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),35.4,35.4,,,31.2,39.7,Race,Non-Hispanic White,C2,T13,NH072,Crude,BOC04,RAC01,59,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),35.5,35.5,,,31.3,39.9,Race,Non-Hispanic White,C2,T13,NH072,AgeStdz,BOC04,RAC01,59,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),29.2,29.2,,,27.4,31.1,Race,Non-Hispanic Black,C2,T13,NH072,AgeStdz,BOC04,RAC02,59,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),30.5,30.5,,,28.3,32.8,Race,Non-Hispanic Black,C2,T13,NH072,Crude,BOC04,RAC02,59,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T13,NH072,Crude,BOC04,RAC03,59,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T13,NH072,AgeStdz,BOC04,RAC03,59,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Hispanic,C2,T13,NH072,AgeStdz,BOC04,RAC04,59,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Hispanic,C2,T13,NH072,Crude,BOC04,RAC04,59,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),46.8,46.8,,,38.1,55.8,Race,Other,C2,T13,NH072,Crude,BOC04,RAC07,59,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),47.4,47.4,,,39.4,55.6,Race,Other,C2,T13,NH072,AgeStdz,BOC04,RAC07,59,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),32.7,32.7,,,31.5,34.0,Overall,Overall,C2,T13,NH072,AgeStdz,BOC01,OVR01,59,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),32.8,32.8,,,31.5,34.2,Overall,Overall,C2,T13,NH072,Crude,BOC01,OVR01,59,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),29.5,29.5,,,27.8,31.4,Gender,Male,C2,T13,NH072,Crude,BOC02,GEN01,59,
